event_id,event,sensor,file_name,min,max
S788449,FlashFlood,ir107,S788449_ir107_fi125_FlashFlood_2018_0701_1231.npz,-75.55999755859375,18.0
S777291,FlashFlood,ir107,S777291_ir107_fi126_FlashFlood_2018_0701_1231.npz,-65.7699966430664,20.25
S778696,HeavyRain,ir107,S778696_ir107_fi131_HeavyRain_2018_0701_1231.npz,-82.75999450683594,34.88999938964844
S779430,FlashFlood,ir107,S779430_ir107_fi133_FlashFlood_2018_0701_1231.npz,-75.86000061035156,19.639999389648438
S779148,FlashFlood,ir107,S779148_ir107_fi134_FlashFlood_2018_0701_1231.npz,-66.62999725341797,29.94999885559082
S787583,FlashFlood,ir107,S787583_ir107_fi137_FlashFlood_2018_0701_1231.npz,-80.3699951171875,26.920000076293945
S782554,FlashFlood,ir107,S782554_ir107_fi138_FlashFlood_2018_0701_1231.npz,-73.95999908447266,19.549999237060547
S783860,Flood,ir107,S783860_ir107_fi145_Flood_2018_0701_1231.npz,-75.45999908447266,11.300000190734863
S795231,FlashFlood,ir107,S795231_ir107_fi150_FlashFlood_2018_0701_1231.npz,-54.12999725341797,11.059999465942383
S798681,HeavyRain,ir107,S798681_ir107_fi158_HeavyRain_2018_0701_1231.npz,-54.959999084472656,13.5
S773483,FlashFlood,ir107,S773483_ir107_fi159_FlashFlood_2018_0701_1231.npz,-75.04000091552734,23.979999542236328
S778594,HeavyRain,ir107,S778594_ir107_fi182_HeavyRain_2018_0701_1231.npz,-64.58000183105469,41.63999938964844
S779635,FlashFlood,ir107,S779635_ir107_fi183_FlashFlood_2018_0701_1231.npz,-60.66999816894531,44.0099983215332
S788556,FlashFlood,ir107,S788556_ir107_fi200_FlashFlood_2018_0701_1231.npz,-63.19999694824219,13.799999237060547
S773244,FlashFlood,ir107,S773244_ir107_fi201_FlashFlood_2018_0701_1231.npz,-58.55999755859375,29.42999839782715
S784555,FlashFlood,ir107,S784555_ir107_fi202_FlashFlood_2018_0701_1231.npz,-67.87999725341797,30.26999855041504
S779380,FlashFlood,ir107,S779380_ir107_fi207_FlashFlood_2018_0701_1231.npz,-51.16999816894531,42.14999771118164
S781134,FlashFlood,ir107,S781134_ir107_fi210_FlashFlood_2018_0701_1231.npz,-52.79999923706055,17.06999969482422
S773645,HeavyRain,ir107,S773645_ir107_fi212_HeavyRain_2018_0701_1231.npz,-57.62999725341797,22.989999771118164
S780286,Flood,ir107,S780286_ir107_fi213_Flood_2018_0701_1231.npz,-327.67999267578125,18.219999313354492
S776909,FlashFlood,ir107,S776909_ir107_fi216_FlashFlood_2018_0701_1231.npz,-76.80999755859375,16.53999900817871
S779428,FlashFlood,ir107,S779428_ir107_fi221_FlashFlood_2018_0701_1231.npz,-72.8499984741211,30.719999313354492
S780765,HeavyRain,ir107,S780765_ir107_fi223_HeavyRain_2018_0701_1231.npz,-57.07999801635742,22.369998931884766
S765425,Flood,ir107,S765425_ir107_fi226_Flood_2018_0701_1231.npz,-70.36000061035156,24.489999771118164
S786331,FlashFlood,ir107,S786331_ir107_fi231_FlashFlood_2018_0701_1231.npz,-65.54999542236328,25.529998779296875
S786001,FlashFlood,ir107,S786001_ir107_fi233_FlashFlood_2018_0701_1231.npz,-67.08000183105469,40.73999786376953
S788304,Flood,ir107,S788304_ir107_fi237_Flood_2018_0701_1231.npz,-60.27000045776367,15.029999732971191
S779562,FlashFlood,ir107,S779562_ir107_fi241_FlashFlood_2018_0701_1231.npz,-65.0999984741211,20.600000381469727
S780798,HeavyRain,ir107,S780798_ir107_fi255_HeavyRain_2018_0701_1231.npz,-70.73999786376953,20.8799991607666
S773562,HeavyRain,ir107,S773562_ir107_fi260_HeavyRain_2018_0701_1231.npz,-77.11000061035156,25.10999870300293
S774675,Flood,ir107,S774675_ir107_fi263_Flood_2018_0701_1231.npz,-63.37999725341797,17.489999771118164
S787257,FlashFlood,ir107,S787257_ir107_fi264_FlashFlood_2018_0701_1231.npz,-72.33000183105469,23.85999870300293
S776431,HeavyRain,ir107,S776431_ir107_fi270_HeavyRain_2018_0701_1231.npz,-55.56999969482422,24.010000228881836
S775029,FlashFlood,ir107,S775029_ir107_fi271_FlashFlood_2018_0701_1231.npz,-63.03999710083008,21.60999870300293
S773474,FlashFlood,ir107,S773474_ir107_fi277_FlashFlood_2018_0701_1231.npz,-77.6500015258789,30.059999465942383
S785854,FlashFlood,ir107,S785854_ir107_fi279_FlashFlood_2018_0701_1231.npz,-78.68999481201172,27.469999313354492
S779515,FlashFlood,ir107,S779515_ir107_fi281_FlashFlood_2018_0701_1231.npz,-67.95999908447266,23.850000381469727
S759449,FlashFlood,ir107,S759449_ir107_fi285_FlashFlood_2018_0701_1231.npz,-78.33000183105469,32.279998779296875
S771784,FlashFlood,ir107,S771784_ir107_fi288_FlashFlood_2018_0701_1231.npz,-63.77000045776367,49.41999816894531
S775595,FlashFlood,ir107,S775595_ir107_fi290_FlashFlood_2018_0701_1231.npz,-72.68000030517578,23.899999618530273
S782192,FlashFlood,ir107,S782192_ir107_fi293_FlashFlood_2018_0701_1231.npz,-76.45999908447266,24.44999885559082
S781926,FlashFlood,ir107,S781926_ir107_fi296_FlashFlood_2018_0701_1231.npz,-76.90999603271484,40.66999816894531
S798711,Flood,ir107,S798711_ir107_fi304_Flood_2018_0701_1231.npz,-53.91999816894531,9.279999732971191
S779146,FlashFlood,ir107,S779146_ir107_fi306_FlashFlood_2018_0701_1231.npz,-69.30999755859375,37.70000076293945
S775665,FlashFlood,ir107,S775665_ir107_fi311_FlashFlood_2018_0701_1231.npz,-73.1500015258789,23.829999923706055
S782133,FlashFlood,ir107,S782133_ir107_fi313_FlashFlood_2018_0701_1231.npz,-69.79000091552734,38.30999755859375
S780114,FlashFlood,ir107,S780114_ir107_fi333_FlashFlood_2018_0701_1231.npz,-52.12999725341797,16.65999984741211
S788878,Flood,ir107,S788878_ir107_fi334_Flood_2018_0701_1231.npz,-50.29999923706055,10.510000228881836
S778673,FlashFlood,ir107,S778673_ir107_fi338_FlashFlood_2018_0701_1231.npz,-78.87999725341797,47.22999954223633
S776555,HeavyRain,ir107,S776555_ir107_fi340_HeavyRain_2018_0701_1231.npz,-75.08999633789062,24.03999900817871
S774093,FlashFlood,ir107,S774093_ir107_fi343_FlashFlood_2018_0701_1231.npz,-63.48999786376953,43.20000076293945
S782853,FlashFlood,ir107,S782853_ir107_fi348_FlashFlood_2018_0701_1231.npz,-72.83000183105469,19.549999237060547
S790337,Flood,ir107,S790337_ir107_fi353_Flood_2018_0701_1231.npz,-63.0,25.219999313354492
S763697,FlashFlood,ir107,S763697_ir107_fi361_FlashFlood_2018_0701_1231.npz,-64.20999908447266,30.729999542236328
S790562,FlashFlood,ir107,S790562_ir107_fi368_FlashFlood_2018_0701_1231.npz,-58.93000030517578,23.619998931884766
S793064,FlashFlood,ir107,S793064_ir107_fi375_FlashFlood_2018_0701_1231.npz,-53.56999969482422,13.9399995803833
S758878,FlashFlood,ir107,S758878_ir107_fi384_FlashFlood_2018_0701_1231.npz,-81.80999755859375,35.689998626708984
S783559,FlashFlood,ir107,S783559_ir107_fi385_FlashFlood_2018_0701_1231.npz,-58.15999984741211,23.06999969482422
S780109,FlashFlood,ir107,S780109_ir107_fi389_FlashFlood_2018_0701_1231.npz,-56.27000045776367,32.5
S774560,HeavyRain,ir107,S774560_ir107_fi391_HeavyRain_2018_0701_1231.npz,-67.79999542236328,19.68000030517578
S771965,HeavyRain,ir107,S771965_ir107_fi392_HeavyRain_2018_0701_1231.npz,-73.23999786376953,26.709999084472656
S786356,FlashFlood,ir107,S786356_ir107_fi397_FlashFlood_2018_0701_1231.npz,-73.45999908447266,32.47999954223633
S764826,FlashFlood,ir107,S764826_ir107_fi402_FlashFlood_2018_0701_1231.npz,-70.55999755859375,43.619998931884766
S774121,FlashFlood,ir107,S774121_ir107_fi403_FlashFlood_2018_0701_1231.npz,-73.77999877929688,20.279998779296875
S756331,FlashFlood,ir107,S756331_ir107_fi406_FlashFlood_2018_0701_1231.npz,-73.70999908447266,20.479999542236328
S758480,FlashFlood,ir107,S758480_ir107_fi407_FlashFlood_2018_0701_1231.npz,-76.40999603271484,17.3799991607666
S787344,FlashFlood,ir107,S787344_ir107_fi409_FlashFlood_2018_0701_1231.npz,-68.0199966430664,17.34000015258789
S784154,FlashFlood,ir107,S784154_ir107_fi413_FlashFlood_2018_0701_1231.npz,-85.33000183105469,20.31999969482422
S768254,FlashFlood,ir107,S768254_ir107_fi417_FlashFlood_2018_0701_1231.npz,-63.29999923706055,25.639999389648438
S774122,FlashFlood,ir107,S774122_ir107_fi419_FlashFlood_2018_0701_1231.npz,-69.40999603271484,23.119998931884766
S791707,Flood,ir107,S791707_ir107_fi424_Flood_2018_0701_1231.npz,-78.3499984741211,23.510000228881836
S772713,Flood,ir107,S772713_ir107_fi428_Flood_2018_0701_1231.npz,-75.9000015258789,38.39999771118164
S757101,FlashFlood,ir107,S757101_ir107_fi432_FlashFlood_2018_0701_1231.npz,-76.91999816894531,30.170000076293945
S780534,FlashFlood,ir107,S780534_ir107_fi434_FlashFlood_2018_0701_1231.npz,-64.3699951171875,18.10999870300293
S767595,FlashFlood,ir107,S767595_ir107_fi438_FlashFlood_2018_0701_1231.npz,-67.2699966430664,25.209999084472656
S774018,FlashFlood,ir107,S774018_ir107_fi439_FlashFlood_2018_0701_1231.npz,-71.48999786376953,37.529998779296875
S774468,FlashFlood,ir107,S774468_ir107_fi456_FlashFlood_2018_0701_1231.npz,-70.48999786376953,22.989999771118164
S777899,FlashFlood,ir107,S777899_ir107_fi462_FlashFlood_2018_0701_1231.npz,-65.3699951171875,21.19999885559082
S767730,Flood,ir107,S767730_ir107_fi466_Flood_2018_0701_1231.npz,-76.20999908447266,28.09000015258789
S773261,FlashFlood,ir107,S773261_ir107_fi468_FlashFlood_2018_0701_1231.npz,-74.22000122070312,23.84000015258789
S773028,FlashFlood,ir107,S773028_ir107_fi470_FlashFlood_2018_0701_1231.npz,-77.15999603271484,20.399999618530273
S773074,Flood,ir107,S773074_ir107_fi476_Flood_2018_0701_1231.npz,-67.5199966430664,10.149999618530273
S772462,FlashFlood,ir107,S772462_ir107_fi477_FlashFlood_2018_0701_1231.npz,-71.04000091552734,24.579999923706055
S784296,FlashFlood,ir107,S784296_ir107_fi479_FlashFlood_2018_0701_1231.npz,-72.68000030517578,21.059999465942383
S774400,Flood,ir107,S774400_ir107_fi481_Flood_2018_0701_1231.npz,-72.83999633789062,27.309999465942383
S780590,FlashFlood,ir107,S780590_ir107_fi485_FlashFlood_2018_0701_1231.npz,-62.32999801635742,-8.15999984741211
S786152,FlashFlood,ir107,S786152_ir107_fi489_FlashFlood_2018_0701_1231.npz,-76.88999938964844,22.439998626708984
S779151,FlashFlood,ir107,S779151_ir107_fi491_FlashFlood_2018_0701_1231.npz,-64.80999755859375,41.689998626708984
S786089,Flood,ir107,S786089_ir107_fi494_Flood_2018_0701_1231.npz,-74.87999725341797,9.6899995803833
S788760,FlashFlood,ir107,S788760_ir107_fi503_FlashFlood_2018_0701_1231.npz,-69.9000015258789,23.03999900817871
S790227,Flood,ir107,S790227_ir107_fi507_Flood_2018_0701_1231.npz,-3.609999895095825,17.329999923706055
S786461,FlashFlood,ir107,S786461_ir107_fi508_FlashFlood_2018_0701_1231.npz,-52.11000061035156,41.0
S766161,FlashFlood,ir107,S766161_ir107_fi510_FlashFlood_2018_0701_1231.npz,-71.79999542236328,27.349998474121094
S776460,FlashFlood,ir107,S776460_ir107_fi511_FlashFlood_2018_0701_1231.npz,-79.23999786376953,38.189998626708984
S765325,FlashFlood,ir107,S765325_ir107_fi525_FlashFlood_2018_0701_1231.npz,-72.19999694824219,27.670000076293945
S780823,HeavyRain,ir107,S780823_ir107_fi529_HeavyRain_2018_0701_1231.npz,-69.54000091552734,25.56999969482422
S791789,Flood,ir107,S791789_ir107_fi532_Flood_2018_0701_1231.npz,-42.619998931884766,20.649999618530273
S771695,FlashFlood,ir107,S771695_ir107_fi534_FlashFlood_2018_0701_1231.npz,-80.79000091552734,35.13999938964844
S756824,FlashFlood,ir107,S756824_ir107_fi538_FlashFlood_2018_0701_1231.npz,-65.13999938964844,45.36000061035156
S782216,FlashFlood,ir107,S782216_ir107_fi540_FlashFlood_2018_0701_1231.npz,-69.62999725341797,21.18000030517578
S780296,FlashFlood,ir107,S780296_ir107_fi543_FlashFlood_2018_0701_1231.npz,-72.08000183105469,19.93000030517578
S772816,FlashFlood,ir107,S772816_ir107_fi557_FlashFlood_2018_0701_1231.npz,-71.12999725341797,21.31999969482422
S783164,FlashFlood,ir107,S783164_ir107_fi562_FlashFlood_2018_0701_1231.npz,-71.69999694824219,26.049999237060547
S785351,FlashFlood,ir107,S785351_ir107_fi566_FlashFlood_2018_0701_1231.npz,-75.48999786376953,27.15999984741211
S788666,Flood,ir107,S788666_ir107_fi568_Flood_2018_0701_1231.npz,-75.2699966430664,24.51999855041504
S806294,Flood,ir107,S806294_ir107_fi572_Flood_2018_0701_1231.npz,-52.189998626708984,9.09999942779541
S796621,FlashFlood,ir107,S796621_ir107_fi576_FlashFlood_2018_0701_1231.npz,-77.15999603271484,19.19999885559082
S786359,FlashFlood,ir107,S786359_ir107_fi577_FlashFlood_2018_0701_1231.npz,-67.8699951171875,36.82999801635742
S790338,Flood,ir107,S790338_ir107_fi580_Flood_2018_0701_1231.npz,-49.77000045776367,19.28999900817871
S767026,FlashFlood,ir107,S767026_ir107_fi588_FlashFlood_2018_0701_1231.npz,-59.939998626708984,23.35999870300293
S792352,Flood,ir107,S792352_ir107_fi591_Flood_2018_0701_1231.npz,-73.01000213623047,11.15999984741211
S792306,Flood,ir107,S792306_ir107_fi592_Flood_2018_0701_1231.npz,-62.32999801635742,-8.880000114440918
S787301,FlashFlood,ir107,S787301_ir107_fi599_FlashFlood_2018_0701_1231.npz,-64.83000183105469,16.969999313354492
S761768,FlashFlood,ir107,S761768_ir107_fi600_FlashFlood_2018_0701_1231.npz,-80.43000030517578,26.94999885559082
S781453,Flood,ir107,S781453_ir107_fi603_Flood_2018_0701_1231.npz,-73.08999633789062,22.649999618530273
S782272,HeavyRain,ir107,S782272_ir107_fi611_HeavyRain_2018_0701_1231.npz,-61.6099967956543,21.920000076293945
S785598,Flood,ir107,S785598_ir107_fi618_Flood_2018_0701_1231.npz,-53.05999755859375,17.709999084472656
S795691,Flood,ir107,S795691_ir107_fi619_Flood_2018_0701_1231.npz,-62.63999938964844,-1.090000033378601
S788678,HeavyRain,ir107,S788678_ir107_fi620_HeavyRain_2018_0701_1231.npz,-59.09000015258789,19.279998779296875
S789824,Flood,ir107,S789824_ir107_fi624_Flood_2018_0701_1231.npz,-43.71999740600586,16.0
S773579,FlashFlood,ir107,S773579_ir107_fi630_FlashFlood_2018_0701_1231.npz,-69.40999603271484,24.3799991607666
S774883,Flood,ir107,S774883_ir107_fi632_Flood_2018_0701_1231.npz,-56.05999755859375,17.40999984741211
S787154,Flood,ir107,S787154_ir107_fi636_Flood_2018_0701_1231.npz,-46.439998626708984,14.539999961853027
S782450,Flood,ir107,S782450_ir107_fi639_Flood_2018_0701_1231.npz,-70.83999633789062,21.1299991607666
S781198,FlashFlood,ir107,S781198_ir107_fi648_FlashFlood_2018_0701_1231.npz,-70.48999786376953,18.399999618530273
S780809,HeavyRain,ir107,S780809_ir107_fi649_HeavyRain_2018_0701_1231.npz,-75.0999984741211,28.849998474121094
S781936,FlashFlood,ir107,S781936_ir107_fi651_FlashFlood_2018_0701_1231.npz,-50.029998779296875,39.95000076293945
S791721,Flood,ir107,S791721_ir107_fi664_Flood_2018_0701_1231.npz,-78.05999755859375,24.459999084472656
S778235,FlashFlood,ir107,S778235_ir107_fi665_FlashFlood_2018_0701_1231.npz,-63.2599983215332,36.56999969482422
S784015,FlashFlood,ir107,S784015_ir107_fi667_FlashFlood_2018_0701_1231.npz,-327.67999267578125,16.520000457763672
S780073,FlashFlood,ir107,S780073_ir107_fi669_FlashFlood_2018_0701_1231.npz,-53.59000015258789,21.989999771118164
S785478,HeavyRain,ir107,S785478_ir107_fi672_HeavyRain_2018_0701_1231.npz,-70.5999984741211,18.25
S781652,FlashFlood,ir107,S781652_ir107_fi673_FlashFlood_2018_0701_1231.npz,-44.20000076293945,26.779998779296875
S783949,FlashFlood,ir107,S783949_ir107_fi674_FlashFlood_2018_0701_1231.npz,-76.9000015258789,22.850000381469727
S783940,FlashFlood,ir107,S783940_ir107_fi682_FlashFlood_2018_0701_1231.npz,-74.22000122070312,24.850000381469727
S783098,HeavyRain,ir107,S783098_ir107_fi683_HeavyRain_2018_0701_1231.npz,-69.3499984741211,42.43000030517578
S775143,FlashFlood,ir107,S775143_ir107_fi687_FlashFlood_2018_0701_1231.npz,-75.5199966430664,32.099998474121094
S773716,FlashFlood,ir107,S773716_ir107_fi688_FlashFlood_2018_0701_1231.npz,-72.15999603271484,28.56999969482422
S786445,HeavyRain,ir107,S786445_ir107_fi698_HeavyRain_2018_0701_1231.npz,-62.66999816894531,42.88999938964844
S788338,Flood,ir107,S788338_ir107_fi706_Flood_2018_0701_1231.npz,-66.43999481201172,15.059999465942383
S773243,FlashFlood,ir107,S773243_ir107_fi708_FlashFlood_2018_0701_1231.npz,-59.1099967956543,17.100000381469727
S759830,FlashFlood,ir107,S759830_ir107_fi711_FlashFlood_2018_0701_1231.npz,-84.16999816894531,23.389999389648438
S775722,Flood,ir107,S775722_ir107_fi714_Flood_2018_0701_1231.npz,-59.5,21.829999923706055
S783698,FlashFlood,ir107,S783698_ir107_fi716_FlashFlood_2018_0701_1231.npz,-72.88999938964844,18.510000228881836
S774693,Flood,ir107,S774693_ir107_fi720_Flood_2018_0701_1231.npz,-65.5999984741211,22.15999984741211
S785759,FlashFlood,ir107,S785759_ir107_fi722_FlashFlood_2018_0701_1231.npz,-70.83000183105469,25.03999900817871
S774913,Flood,ir107,S774913_ir107_fi726_Flood_2018_0701_1231.npz,-54.41999816894531,24.09000015258789
S766413,FlashFlood,ir107,S766413_ir107_fi729_FlashFlood_2018_0701_1231.npz,-82.18000030517578,19.369998931884766
S784707,FlashFlood,ir107,S784707_ir107_fi735_FlashFlood_2018_0701_1231.npz,-64.31999969482422,18.65999984741211
S779812,FlashFlood,ir107,S779812_ir107_fi739_FlashFlood_2018_0701_1231.npz,-67.18999481201172,18.579999923706055
S776566,HeavyRain,ir107,S776566_ir107_fi741_HeavyRain_2018_0701_1231.npz,-52.25,19.6299991607666
S774347,HeavyRain,ir107,S774347_ir107_fi742_HeavyRain_2018_0701_1231.npz,-73.4000015258789,30.17999839782715
S783791,FlashFlood,ir107,S783791_ir107_fi745_FlashFlood_2018_0701_1231.npz,-327.67999267578125,22.119998931884766
S787551,FlashFlood,ir107,S787551_ir107_fi746_FlashFlood_2018_0701_1231.npz,-77.6500015258789,16.670000076293945
S785742,HeavyRain,ir107,S785742_ir107_fi754_HeavyRain_2018_0701_1231.npz,-70.83000183105469,16.869998931884766
S769599,FlashFlood,ir107,S769599_ir107_fi755_FlashFlood_2018_0701_1231.npz,-66.31999969482422,18.190000534057617
S786476,Flood,ir107,S786476_ir107_fi765_Flood_2018_0701_1231.npz,-62.209999084472656,19.420000076293945
S786076,FlashFlood,ir107,S786076_ir107_fi768_FlashFlood_2018_0701_1231.npz,-79.72999572753906,16.279998779296875
S788070,Flood,ir107,S788070_ir107_fi772_Flood_2018_0701_1231.npz,-53.189998626708984,10.9399995803833
S788424,Flood,ir107,S788424_ir107_fi778_Flood_2018_0701_1231.npz,-50.849998474121094,9.779999732971191
S778215,HeavyRain,ir107,S778215_ir107_fi779_HeavyRain_2018_0701_1231.npz,-62.32999801635742,36.869998931884766
S779422,Flood,ir107,S779422_ir107_fi791_Flood_2018_0701_1231.npz,-51.619998931884766,15.460000038146973
S773420,FlashFlood,ir107,S773420_ir107_fi796_FlashFlood_2018_0701_1231.npz,-73.58000183105469,21.53999900817871
S762510,FlashFlood,ir107,S762510_ir107_fi798_FlashFlood_2018_0701_1231.npz,-79.43999481201172,23.649999618530273
S784075,FlashFlood,ir107,S784075_ir107_fi800_FlashFlood_2018_0701_1231.npz,-69.80999755859375,19.279998779296875
S778207,HeavyRain,ir107,S778207_ir107_fi807_HeavyRain_2018_0701_1231.npz,-64.97000122070312,26.829999923706055
S778731,FlashFlood,ir107,S778731_ir107_fi817_FlashFlood_2018_0701_1231.npz,-69.68000030517578,28.510000228881836
S787557,Flood,ir107,S787557_ir107_fi838_Flood_2018_0701_1231.npz,-69.29999542236328,25.649999618530273
S774672,Flood,ir107,S774672_ir107_fi849_Flood_2018_0701_1231.npz,-61.30999755859375,16.389999389648438
S774789,FlashFlood,ir107,S774789_ir107_fi851_FlashFlood_2018_0701_1231.npz,-79.98999786376953,19.899999618530273
S786200,FlashFlood,ir107,S786200_ir107_fi856_FlashFlood_2018_0701_1231.npz,-67.11000061035156,16.149999618530273
S787138,HeavyRain,ir107,S787138_ir107_fi861_HeavyRain_2018_0701_1231.npz,-70.95999908447266,31.15999984741211
S780175,FlashFlood,ir107,S780175_ir107_fi868_FlashFlood_2018_0701_1231.npz,-62.03999710083008,29.299999237060547
S766129,Flood,ir107,S766129_ir107_fi869_Flood_2018_0701_1231.npz,-75.50999450683594,27.489999771118164
S767072,HeavyRain,ir107,S767072_ir107_fi871_HeavyRain_2018_0701_1231.npz,-70.20999908447266,29.469999313354492
S785816,FlashFlood,ir107,S785816_ir107_fi874_FlashFlood_2018_0701_1231.npz,-71.45999908447266,22.559999465942383
S787598,Flood,ir107,S787598_ir107_fi875_Flood_2018_0701_1231.npz,-78.8699951171875,18.369998931884766
S771227,FlashFlood,ir107,S771227_ir107_fi877_FlashFlood_2018_0701_1231.npz,-52.52000045776367,16.350000381469727
S758468,FlashFlood,ir107,S758468_ir107_fi888_FlashFlood_2018_0701_1231.npz,-59.87999725341797,38.62999725341797
S791991,FlashFlood,ir107,S791991_ir107_fi893_FlashFlood_2018_0701_1231.npz,-78.22999572753906,18.18000030517578
S774045,FlashFlood,ir107,S774045_ir107_fi896_FlashFlood_2018_0701_1231.npz,-73.58000183105469,40.65999984741211
S783637,FlashFlood,ir107,S783637_ir107_fi897_FlashFlood_2018_0701_1231.npz,-73.48999786376953,17.43000030517578
S776501,FlashFlood,ir107,S776501_ir107_fi901_FlashFlood_2018_0701_1231.npz,-70.48999786376953,23.6299991607666
S798653,Flood,ir107,S798653_ir107_fi902_Flood_2018_0701_1231.npz,-61.3599967956543,14.50999927520752
S769210,FlashFlood,ir069,S769210_ir069_fi0_FlashFlood_2018_0701_1231.npz,-65.38999938964844,-19.329999923706055
S778627,FlashFlood,ir069,S778627_ir069_fi4_FlashFlood_2018_0701_1231.npz,-78.04999542236328,-23.0
S786332,FlashFlood,ir069,S786332_ir069_fi6_FlashFlood_2018_0701_1231.npz,-75.41999816894531,-22.219999313354492
S771487,FlashFlood,ir069,S771487_ir069_fi9_FlashFlood_2018_0701_1231.npz,-79.5999984741211,-17.459999084472656
S780574,FlashFlood,ir069,S780574_ir069_fi15_FlashFlood_2018_0701_1231.npz,-63.8599967956543,-19.439998626708984
S776707,FlashFlood,ir069,S776707_ir069_fi18_FlashFlood_2018_0701_1231.npz,-72.73999786376953,-16.770000457763672
S787165,FlashFlood,ir069,S787165_ir069_fi19_FlashFlood_2018_0701_1231.npz,-59.27000045776367,-16.670000076293945
S788965,FlashFlood,ir069,S788965_ir069_fi20_FlashFlood_2018_0701_1231.npz,-74.18999481201172,-20.639999389648438
S782058,Flood,ir069,S782058_ir069_fi27_Flood_2018_0701_1231.npz,-72.94999694824219,-14.4399995803833
S774496,FlashFlood,ir069,S774496_ir069_fi32_FlashFlood_2018_0701_1231.npz,-55.71999740600586,-21.15999984741211
S785583,Flood,ir069,S785583_ir069_fi45_Flood_2018_0701_1231.npz,-56.62999725341797,-14.179999351501465
S802216,HeavyRain,ir069,S802216_ir069_fi51_HeavyRain_2018_0701_1231.npz,-61.1099967956543,-28.229999542236328
S754937,FlashFlood,ir069,S754937_ir069_fi58_FlashFlood_2018_0701_1231.npz,-73.88999938964844,-20.389999389648438
S776527,Flood,ir069,S776527_ir069_fi59_Flood_2018_0701_1231.npz,-75.37999725341797,-19.600000381469727
S785499,FlashFlood,ir069,S785499_ir069_fi65_FlashFlood_2018_0701_1231.npz,-77.77999877929688,-19.719999313354492
S763943,Flood,ir069,S763943_ir069_fi68_Flood_2018_0701_1231.npz,-76.75999450683594,-22.26999855041504
S780379,FlashFlood,ir069,S780379_ir069_fi70_FlashFlood_2018_0701_1231.npz,-76.98999786376953,-20.920000076293945
